Município1;UF1;Data;Índice De Isolamento
CARAPICUÍBA;SP;26/03/2020;53%
CATANDUVA;SP;26/03/2020;46%
CAÇAPAVA;SP;26/03/2020;60%
COTIA;SP;26/03/2020;58%
CRUZEIRO;SP;26/03/2020;63%
CUBATÃO;SP;26/03/2020;44%
DIADEMA;SP;26/03/2020;56%
EMBU DAS ARTES;SP;26/03/2020;54%
ESTADO DE SÃO PAULO;SP;26/03/2020;54%
FERRAZ DE VASCONCELOS;SP;26/03/2020;54%
FRANCA;SP;26/03/2020;52%
FRANCISCO MORATO;SP;26/03/2020;49%
FRANCO DA ROCHA;SP;26/03/2020;53%
GUARATINGUETÁ;SP;26/03/2020;56%
GUARUJÁ;SP;26/03/2020;57%
GUARULHOS;SP;26/03/2020;54%
HORTOLÂNDIA;SP;26/03/2020;55%
IBIÚNA;SP;26/03/2020;65%
INDAIATUBA;SP;26/03/2020;56%
ITANHAÉM;SP;26/03/2020;61%
ITAPECERICA DA SERRA;SP;26/03/2020;58%
ITAPETININGA;SP;26/03/2020;53%
ITAPEVA;SP;26/03/2020;52%
ITAPEVI;SP;26/03/2020;54%
ITAPIRA;SP;26/03/2020;55%
ITAQUAQUECETUBA;SP;26/03/2020;58%
ITATIBA;SP;26/03/2020;51%
ITU;SP;26/03/2020;52%
JABOTICABAL;SP;26/03/2020;53%
JACAREÍ;SP;26/03/2020;53%
JANDIRA;SP;26/03/2020;53%
JAÚ;SP;26/03/2020;51%
JUNDIAÍ;SP;26/03/2020;51%
LEME;SP;26/03/2020;56%
LIMEIRA;SP;26/03/2020;47%
LINS;SP;26/03/2020;50%
LORENA;SP;26/03/2020;63%
MAIRIPORÃ;SP;26/03/2020;61%
MARÍLIA;SP;26/03/2020;50%
MATÃO;SP;26/03/2020;51%
MAUÁ;SP;26/03/2020;55%
MOGI DAS CRUZES;SP;26/03/2020;56%
MOGI GUAÇU;SP;26/03/2020;54%
MOGI MIRIM;SP;26/03/2020;55%
OSASCO;SP;26/03/2020;55%
OURINHOS;SP;26/03/2020;50%
PAULÍNIA;SP;26/03/2020;54%
PINDAMONHANGABA;SP;26/03/2020;59%
PIRACICABA;SP;26/03/2020;52%
PIRASSUNUNGA;SP;26/03/2020;57%
POÁ;SP;26/03/2020;57%
PRAIA GRANDE;SP;26/03/2020;54%
PRESIDENTE PRUDENTE;SP;26/03/2020;47%
RIBEIRÃO PIRES;SP;26/03/2020;61%
RIBEIRÃO PRETO;SP;26/03/2020;51%
RIO CLARO;SP;26/03/2020;53%
SALTO;SP;26/03/2020;52%
SANTA BÁRBARA D'OESTE;SP;26/03/2020;51%
SANTANA DE PARNAÍBA;SP;26/03/2020;58%
SANTO ANDRÉ;SP;26/03/2020;56%
SANTOS;SP;26/03/2020;54%
SERTÃOZINHO;SP;26/03/2020;55%
SOROCABA;SP;26/03/2020;51%
SUMARÉ;SP;26/03/2020;50%
SUZANO;SP;26/03/2020;56%
SÃO BERNARDO DO CAMPO;SP;26/03/2020;55%
SÃO CAETANO DO SUL;SP;26/03/2020;54%
SÃO CARLOS;SP;26/03/2020;56%
SÃO JOSÉ DO RIO PRETO;SP;26/03/2020;49%
SÃO JOSÉ DOS CAMPOS;SP;26/03/2020;54%
SÃO JOÃO DA BOA VISTA;SP;26/03/2020;60%
SÃO PAULO;SP;26/03/2020;55%
SÃO ROQUE;SP;26/03/2020;59%
SÃO SEBASTIÃO;SP;26/03/2020;71%
SÃO VICENTE;SP;26/03/2020;58%
TABOÃO DA SERRA;SP;26/03/2020;54%
TATUÍ;SP;26/03/2020;53%
TAUBATÉ;SP;26/03/2020;56%
UBATUBA;SP;26/03/2020;68%
VALINHOS;SP;26/03/2020;56%
VINHEDO;SP;26/03/2020;58%
VOTORANTIM;SP;26/03/2020;55%
VOTUPORANGA;SP;26/03/2020;57%
VÁRZEA PAULISTA;SP;26/03/2020;51%
AMERICANA;SP;27/03/2020;52%
AMPARO;SP;27/03/2020;55%
ARARAQUARA;SP;27/03/2020;48%
ARARAS;SP;27/03/2020;52%
ARAÇATUBA;SP;27/03/2020;45%
ARUJÁ;SP;27/03/2020;55%
ASSIS;SP;27/03/2020;52%
ATIBAIA;SP;27/03/2020;56%
AVARÉ;SP;27/03/2020;54%
BARRETOS;SP;27/03/2020;53%
BARUERI;SP;27/03/2020;50%
BAURU;SP;27/03/2020;47%
BEBEDOURO;SP;27/03/2020;62%
BIRIGUI;SP;27/03/2020;52%
BOTUCATU;SP;27/03/2020;51%
BRAGANÇA PAULISTA;SP;27/03/2020;50%
CAIEIRAS;SP;27/03/2020;54%
CAJAMAR;SP;27/03/2020;56%
CAMPINAS;SP;27/03/2020;54%
CAMPO LIMPO PAULISTA;SP;27/03/2020;54%
CARAGUATATUBA;SP;27/03/2020;61%
CARAPICUÍBA;SP;27/03/2020;53%
CATANDUVA;SP;27/03/2020;46%
CAÇAPAVA;SP;27/03/2020;60%
COTIA;SP;27/03/2020;57%
CRUZEIRO;SP;27/03/2020;64%
CUBATÃO;SP;27/03/2020;46%
DIADEMA;SP;27/03/2020;55%
EMBU DAS ARTES;SP;27/03/2020;54%
ESTADO DE SÃO PAULO;SP;27/03/2020;53%
FERRAZ DE VASCONCELOS;SP;27/03/2020;49%
FRANCA;SP;27/03/2020;50%
FRANCISCO MORATO;SP;27/03/2020;50%
FRANCO DA ROCHA;SP;27/03/2020;53%
GUARATINGUETÁ;SP;27/03/2020;56%
GUARUJÁ;SP;27/03/2020;56%
GUARULHOS;SP;27/03/2020;53%
HORTOLÂNDIA;SP;27/03/2020;54%
IBIÚNA;SP;27/03/2020;63%
INDAIATUBA;SP;27/03/2020;55%
ITANHAÉM;SP;27/03/2020;59%
ITAPECERICA DA SERRA;SP;27/03/2020;58%
ITAPETININGA;SP;27/03/2020;51%
ITAPEVA;SP;27/03/2020;51%
ITAPEVI;SP;27/03/2020;53%
ITAPIRA;SP;27/03/2020;55%
ITAQUAQUECETUBA;SP;27/03/2020;57%
ITATIBA;SP;27/03/2020;50%
ITU;SP;27/03/2020;51%
JABOTICABAL;SP;27/03/2020;53%
JACAREÍ;SP;27/03/2020;54%
JANDIRA;SP;27/03/2020;50%
JAÚ;SP;27/03/2020;51%
JUNDIAÍ;SP;27/03/2020;50%
LEME;SP;27/03/2020;56%
LIMEIRA;SP;27/03/2020;46%
LINS;SP;27/03/2020;50%
LORENA;SP;27/03/2020;63%
MAIRIPORÃ;SP;27/03/2020;62%
MARÍLIA;SP;27/03/2020;48%
MATÃO;SP;27/03/2020;50%
MAUÁ;SP;27/03/2020;54%
MOGI DAS CRUZES;SP;27/03/2020;54%
MOGI GUAÇU;SP;27/03/2020;54%
MOGI MIRIM;SP;27/03/2020;56%
OSASCO;SP;27/03/2020;54%
OURINHOS;SP;27/03/2020;49%
PAULÍNIA;SP;27/03/2020;55%
PINDAMONHANGABA;SP;27/03/2020;59%
PIRACICABA;SP;27/03/2020;50%
PIRASSUNUNGA;SP;27/03/2020;58%
POÁ;SP;27/03/2020;58%
PRAIA GRANDE;SP;27/03/2020;52%
PRESIDENTE PRUDENTE;SP;27/03/2020;45%
RIBEIRÃO PIRES;SP;27/03/2020;61%
RIBEIRÃO PRETO;SP;27/03/2020;50%
RIO CLARO;SP;27/03/2020;51%
SALTO;SP;27/03/2020;52%
SANTA BÁRBARA D'OESTE;SP;27/03/2020;50%
SANTANA DE PARNAÍBA;SP;27/03/2020;58%
SANTO ANDRÉ;SP;27/03/2020;54%
SANTOS;SP;27/03/2020;53%
SERTÃOZINHO;SP;27/03/2020;54%
SOROCABA;SP;27/03/2020;51%
SUMARÉ;SP;27/03/2020;50%
SUZANO;SP;27/03/2020;55%
SÃO BERNARDO DO CAMPO;SP;27/03/2020;53%
SÃO CAETANO DO SUL;SP;27/03/2020;54%
SÃO CARLOS;SP;27/03/2020;55%
SÃO JOSÉ DO RIO PRETO;SP;27/03/2020;48%
SÃO JOSÉ DOS CAMPOS;SP;27/03/2020;55%
SÃO JOÃO DA BOA VISTA;SP;27/03/2020;59%
SÃO PAULO;SP;27/03/2020;55%
SÃO ROQUE;SP;27/03/2020;58%
SÃO SEBASTIÃO;SP;27/03/2020;69%
SÃO VICENTE;SP;27/03/2020;57%
TABOÃO DA SERRA;SP;27/03/2020;52%
TATUÍ;SP;27/03/2020;52%
TAUBATÉ;SP;27/03/2020;55%
UBATUBA;SP;27/03/2020;66%
VALINHOS;SP;27/03/2020;56%
VINHEDO;SP;27/03/2020;56%
VOTORANTIM;SP;27/03/2020;54%
VOTUPORANGA;SP;27/03/2020;56%
VÁRZEA PAULISTA;SP;27/03/2020;49%
AMERICANA;SP;28/03/2020;56%
AMPARO;SP;28/03/2020;56%
ARARAQUARA;SP;28/03/2020;50%
ARARAS;SP;28/03/2020;55%
ARAÇATUBA;SP;28/03/2020;48%
ARUJÁ;SP;28/03/2020;59%
ASSIS;SP;28/03/2020;54%
ATIBAIA;SP;28/03/2020;58%
AVARÉ;SP;28/03/2020;55%
BARRETOS;SP;28/03/2020;55%
BARUERI;SP;28/03/2020;51%
BAURU;SP;28/03/2020;51%
BEBEDOURO;SP;28/03/2020;65%
BIRIGUI;SP;28/03/2020;52%
BOTUCATU;SP;28/03/2020;54%
BRAGANÇA PAULISTA;SP;28/03/2020;53%
CAIEIRAS;SP;28/03/2020;57%
CAJAMAR;SP;28/03/2020;59%
CAMPINAS;SP;28/03/2020;57%
CAMPO LIMPO PAULISTA;SP;28/03/2020;58%
CARAGUATATUBA;SP;28/03/2020;63%
CARAPICUÍBA;SP;28/03/2020;56%
CATANDUVA;SP;28/03/2020;49%
CAÇAPAVA;SP;28/03/2020;62%
COTIA;SP;28/03/2020;60%
CRUZEIRO;SP;28/03/2020;65%
CUBATÃO;SP;28/03/2020;48%
DIADEMA;SP;28/03/2020;59%
EMBU DAS ARTES;SP;28/03/2020;55%
ESTADO DE SÃO PAULO;SP;28/03/2020;56%
FERRAZ DE VASCONCELOS;SP;28/03/2020;49%
FRANCA;SP;28/03/2020;54%
FRANCISCO MORATO;SP;28/03/2020;54%
FRANCO DA ROCHA;SP;28/03/2020;56%
GUARATINGUETÁ;SP;28/03/2020;57%
GUARUJÁ;SP;28/03/2020;58%
GUARULHOS;SP;28/03/2020;57%
HORTOLÂNDIA;SP;28/03/2020;58%
IBIÚNA;SP;28/03/2020;64%
INDAIATUBA;SP;28/03/2020;59%
ITANHAÉM;SP;28/03/2020;60%
ITAPECERICA DA SERRA;SP;28/03/2020;61%
ITAPETININGA;SP;28/03/2020;53%
ITAPEVA;SP;28/03/2020;52%
ITAPEVI;SP;28/03/2020;56%
ITAPIRA;SP;28/03/2020;58%
ITAQUAQUECETUBA;SP;28/03/2020;61%
ITATIBA;SP;28/03/2020;53%
ITU;SP;28/03/2020;55%
JABOTICABAL;SP;28/03/2020;55%
JACAREÍ;SP;28/03/2020;57%
JANDIRA;SP;28/03/2020;55%
JAÚ;SP;28/03/2020;53%
JUNDIAÍ;SP;28/03/2020;54%
LEME;SP;28/03/2020;58%
LIMEIRA;SP;28/03/2020;50%
LINS;SP;28/03/2020;52%
LORENA;SP;28/03/2020;64%
MAIRIPORÃ;SP;28/03/2020;64%
MARÍLIA;SP;28/03/2020;51%
MATÃO;SP;28/03/2020;53%
MAUÁ;SP;28/03/2020;57%
MOGI DAS CRUZES;SP;28/03/2020;57%
MOGI GUAÇU;SP;28/03/2020;57%
MOGI MIRIM;SP;28/03/2020;58%
OSASCO;SP;28/03/2020;56%
OURINHOS;SP;28/03/2020;52%
PAULÍNIA;SP;28/03/2020;58%
PINDAMONHANGABA;SP;28/03/2020;61%
PIRACICABA;SP;28/03/2020;53%
PIRASSUNUNGA;SP;28/03/2020;59%
POÁ;SP;28/03/2020;60%
PRAIA GRANDE;SP;28/03/2020;54%
PRESIDENTE PRUDENTE;SP;28/03/2020;48%
RIBEIRÃO PIRES;SP;28/03/2020;64%
RIBEIRÃO PRETO;SP;28/03/2020;54%
RIO CLARO;SP;28/03/2020;54%
SALTO;SP;28/03/2020;56%
SANTA BÁRBARA D'OESTE;SP;28/03/2020;54%
SANTANA DE PARNAÍBA;SP;28/03/2020;61%
SANTO ANDRÉ;SP;28/03/2020;56%
SANTOS;SP;28/03/2020;55%
SERTÃOZINHO;SP;28/03/2020;58%
SOROCABA;SP;28/03/2020;54%
SUMARÉ;SP;28/03/2020;54%
SUZANO;SP;28/03/2020;58%
SÃO BERNARDO DO CAMPO;SP;28/03/2020;55%
SÃO CAETANO DO SUL;SP;28/03/2020;56%
SÃO CARLOS;SP;28/03/2020;57%
SÃO JOSÉ DO RIO PRETO;SP;28/03/2020;52%
SÃO JOSÉ DOS CAMPOS;SP;28/03/2020;57%
SÃO JOÃO DA BOA VISTA;SP;28/03/2020;62%
SÃO PAULO;SP;28/03/2020;56%
SÃO ROQUE;SP;28/03/2020;60%
SÃO SEBASTIÃO;SP;28/03/2020;71%
SÃO VICENTE;SP;28/03/2020;60%
TABOÃO DA SERRA;SP;28/03/2020;55%
TATUÍ;SP;28/03/2020;53%
TAUBATÉ;SP;28/03/2020;57%
UBATUBA;SP;28/03/2020;67%
VALINHOS;SP;28/03/2020;59%
VINHEDO;SP;28/03/2020;61%
VOTORANTIM;SP;28/03/2020;56%
VOTUPORANGA;SP;28/03/2020;57%
VÁRZEA PAULISTA;SP;28/03/2020;53%
AMERICANA;SP;29/03/2020;59%
AMPARO;SP;29/03/2020;60%
ARARAQUARA;SP;29/03/2020;54%
ARARAS;SP;29/03/2020;58%
ARAÇATUBA;SP;29/03/2020;52%
ARUJÁ;SP;29/03/2020;60%
ASSIS;SP;29/03/2020;57%
ATIBAIA;SP;29/03/2020;61%
AVARÉ;SP;29/03/2020;57%
BARRETOS;SP;29/03/2020;58%
BARUERI;SP;29/03/2020;56%
BAURU;SP;29/03/2020;55%
BEBEDOURO;SP;29/03/2020;69%
BIRIGUI;SP;29/03/2020;56%
BOTUCATU;SP;29/03/2020;56%
BRAGANÇA PAULISTA;SP;29/03/2020;55%
CAIEIRAS;SP;29/03/2020;58%
CAJAMAR;SP;29/03/2020;66%
CAMPINAS;SP;29/03/2020;59%
CAMPO LIMPO PAULISTA;SP;29/03/2020;61%
CARAGUATATUBA;SP;29/03/2020;64%
CARAPICUÍBA;SP;29/03/2020;60%
CATANDUVA;SP;29/03/2020;52%
CAÇAPAVA;SP;29/03/2020;63%
COTIA;SP;29/03/2020;64%
CRUZEIRO;SP;29/03/2020;65%
CUBATÃO;SP;29/03/2020;55%
DIADEMA;SP;29/03/2020;62%
EMBU DAS ARTES;SP;29/03/2020;61%
ESTADO DE SÃO PAULO;SP;29/03/2020;59%
FERRAZ DE VASCONCELOS;SP;29/03/2020;54%
FRANCA;SP;29/03/2020;58%
FRANCISCO MORATO;SP;29/03/2020;57%
FRANCO DA ROCHA;SP;29/03/2020;58%
GUARATINGUETÁ;SP;29/03/2020;60%
GUARUJÁ;SP;29/03/2020;59%
GUARULHOS;SP;29/03/2020;61%
HORTOLÂNDIA;SP;29/03/2020;57%
IBIÚNA;SP;29/03/2020;66%
INDAIATUBA;SP;29/03/2020;61%
ITANHAÉM;SP;29/03/2020;62%
ITAPECERICA DA SERRA;SP;29/03/2020;65%
ITAPETININGA;SP;29/03/2020;56%
ITAPEVA;SP;29/03/2020;53%
ITAPEVI;SP;29/03/2020;60%
ITAPIRA;SP;29/03/2020;61%
ITAQUAQUECETUBA;SP;29/03/2020;64%
ITATIBA;SP;29/03/2020;57%
ITU;SP;29/03/2020;58%
JABOTICABAL;SP;29/03/2020;55%
JACAREÍ;SP;29/03/2020;59%
JANDIRA;SP;29/03/2020;57%
JAÚ;SP;29/03/2020;57%
JUNDIAÍ;SP;29/03/2020;58%
LEME;SP;29/03/2020;61%
LIMEIRA;SP;29/03/2020;53%
LINS;SP;29/03/2020;55%
LORENA;SP;29/03/2020;66%
MAIRIPORÃ;SP;29/03/2020;67%
MARÍLIA;SP;29/03/2020;53%
MATÃO;SP;29/03/2020;57%
MAUÁ;SP;29/03/2020;60%
MOGI DAS CRUZES;SP;29/03/2020;60%
MOGI GUAÇU;SP;29/03/2020;59%
MOGI MIRIM;SP;29/03/2020;62%
OSASCO;SP;29/03/2020;61%
OURINHOS;SP;29/03/2020;55%
PAULÍNIA;SP;29/03/2020;63%
PINDAMONHANGABA;SP;29/03/2020;64%
PIRACICABA;SP;29/03/2020;57%
PIRASSUNUNGA;SP;29/03/2020;62%
POÁ;SP;29/03/2020;63%
PRAIA GRANDE;SP;29/03/2020;57%
PRESIDENTE PRUDENTE;SP;29/03/2020;52%
RIBEIRÃO PIRES;SP;29/03/2020;67%
RIBEIRÃO PRETO;SP;29/03/2020;56%
RIO CLARO;SP;29/03/2020;58%
SALTO;SP;29/03/2020;59%
SANTA BÁRBARA D'OESTE;SP;29/03/2020;57%
SANTANA DE PARNAÍBA;SP;29/03/2020;64%
SANTO ANDRÉ;SP;29/03/2020;60%
SANTOS;SP;29/03/2020;58%
SERTÃOZINHO;SP;29/03/2020;63%
SOROCABA;SP;29/03/2020;56%
SUMARÉ;SP;29/03/2020;58%
SUZANO;SP;29/03/2020;61%
SÃO BERNARDO DO CAMPO;SP;29/03/2020;59%
SÃO CAETANO DO SUL;SP;29/03/2020;58%
SÃO CARLOS;SP;29/03/2020;61%
SÃO JOSÉ DO RIO PRETO;SP;29/03/2020;57%
SÃO JOSÉ DOS CAMPOS;SP;29/03/2020;60%
SÃO JOÃO DA BOA VISTA;SP;29/03/2020;66%
SÃO PAULO;SP;29/03/2020;59%
SÃO ROQUE;SP;29/03/2020;64%
SÃO SEBASTIÃO;SP;29/03/2020;71%
SÃO VICENTE;SP;29/03/2020;63%
TABOÃO DA SERRA;SP;29/03/2020;59%
TATUÍ;SP;29/03/2020;56%
TAUBATÉ;SP;29/03/2020;59%
UBATUBA;SP;29/03/2020;68%
VALINHOS;SP;29/03/2020;61%
VINHEDO;SP;29/03/2020;64%
VOTORANTIM;SP;29/03/2020;59%
VOTUPORANGA;SP;29/03/2020;60%
VÁRZEA PAULISTA;SP;29/03/2020;57%
AMERICANA;SP;30/03/2020;54%
AMPARO;SP;30/03/2020;54%
ARARAQUARA;SP;30/03/2020;51%
ARARAS;SP;30/03/2020;55%
ARAÇATUBA;SP;30/03/2020;48%
ARUJÁ;SP;30/03/2020;51%
ASSIS;SP;30/03/2020;56%
ATIBAIA;SP;30/03/2020;58%
AVARÉ;SP;30/03/2020;57%
BARRETOS;SP;30/03/2020;56%
BARUERI;SP;30/03/2020;51%
BAURU;SP;30/03/2020;50%
BEBEDOURO;SP;30/03/2020;64%
BIRIGUI;SP;30/03/2020;57%
BOTUCATU;SP;30/03/2020;56%
BRAGANÇA PAULISTA;SP;30/03/2020;52%
CAIEIRAS;SP;30/03/2020;55%
CAJAMAR;SP;30/03/2020;59%
CAMPINAS;SP;30/03/2020;55%
CAMPO LIMPO PAULISTA;SP;30/03/2020;57%
CARAGUATATUBA;SP;30/03/2020;64%
CARAPICUÍBA;SP;30/03/2020;54%
CATANDUVA;SP;30/03/2020;48%
CAÇAPAVA;SP;30/03/2020;64%
COTIA;SP;30/03/2020;57%
CRUZEIRO;SP;30/03/2020;68%
CUBATÃO;SP;30/03/2020;51%
DIADEMA;SP;30/03/2020;58%
EMBU DAS ARTES;SP;30/03/2020;56%
ESTADO DE SÃO PAULO;SP;30/03/2020;55%
FERRAZ DE VASCONCELOS;SP;30/03/2020;55%
FRANCA;SP;30/03/2020;52%
FRANCISCO MORATO;SP;30/03/2020;54%
FRANCO DA ROCHA;SP;30/03/2020;56%
GUARATINGUETÁ;SP;30/03/2020;60%
GUARUJÁ;SP;30/03/2020;60%
GUARULHOS;SP;30/03/2020;55%
HORTOLÂNDIA;SP;30/03/2020;57%
IBIÚNA;SP;30/03/2020;63%
INDAIATUBA;SP;30/03/2020;58%
ITANHAÉM;SP;30/03/2020;63%
ITAPECERICA DA SERRA;SP;30/03/2020;59%
ITAPETININGA;SP;30/03/2020;56%
ITAPEVA;SP;30/03/2020;54%
ITAPEVI;SP;30/03/2020;56%
ITAPIRA;SP;30/03/2020;58%
ITAQUAQUECETUBA;SP;30/03/2020;59%
ITATIBA;SP;30/03/2020;54%
ITU;SP;30/03/2020;54%
JABOTICABAL;SP;30/03/2020;49%
JACAREÍ;SP;30/03/2020;56%
JANDIRA;SP;30/03/2020;56%
JAÚ;SP;30/03/2020;55%
JUNDIAÍ;SP;30/03/2020;52%
LEME;SP;30/03/2020;60%
LIMEIRA;SP;30/03/2020;48%
LINS;SP;30/03/2020;53%
LORENA;SP;30/03/2020;66%
MAIRIPORÃ;SP;30/03/2020;62%
MARÍLIA;SP;30/03/2020;51%
MATÃO;SP;30/03/2020;54%
MAUÁ;SP;30/03/2020;57%
MOGI DAS CRUZES;SP;30/03/2020;58%
MOGI GUAÇU;SP;30/03/2020;57%
MOGI MIRIM;SP;30/03/2020;58%
OSASCO;SP;30/03/2020;56%
OURINHOS;SP;30/03/2020;55%
PAULÍNIA;SP;30/03/2020;54%
PINDAMONHANGABA;SP;30/03/2020;62%
PIRACICABA;SP;30/03/2020;53%
PIRASSUNUNGA;SP;30/03/2020;61%
POÁ;SP;30/03/2020;60%
PRAIA GRANDE;SP;30/03/2020;56%
PRESIDENTE PRUDENTE;SP;30/03/2020;47%
RIBEIRÃO PIRES;SP;30/03/2020;65%
RIBEIRÃO PRETO;SP;30/03/2020;51%
RIO CLARO;SP;30/03/2020;55%
SALTO;SP;30/03/2020;55%
SANTA BÁRBARA D'OESTE;SP;30/03/2020;53%
SANTANA DE PARNAÍBA;SP;30/03/2020;59%
SANTO ANDRÉ;SP;30/03/2020;58%
SANTOS;SP;30/03/2020;56%
SERTÃOZINHO;SP;30/03/2020;58%
SOROCABA;SP;30/03/2020;53%
SUMARÉ;SP;30/03/2020;51%
SUZANO;SP;30/03/2020;58%
SÃO BERNARDO DO CAMPO;SP;30/03/2020;56%
SÃO CAETANO DO SUL;SP;30/03/2020;56%
SÃO CARLOS;SP;30/03/2020;58%
SÃO JOSÉ DO RIO PRETO;SP;30/03/2020;50%
SÃO JOSÉ DOS CAMPOS;SP;30/03/2020;56%
SÃO JOÃO DA BOA VISTA;SP;30/03/2020;61%
SÃO PAULO;SP;30/03/2020;57%
SÃO ROQUE;SP;30/03/2020;59%
SÃO SEBASTIÃO;SP;30/03/2020;72%
SÃO VICENTE;SP;30/03/2020;61%
TABOÃO DA SERRA;SP;30/03/2020;55%
TATUÍ;SP;30/03/2020;57%
TAUBATÉ;SP;30/03/2020;57%
UBATUBA;SP;30/03/2020;71%
VALINHOS;SP;30/03/2020;57%
VINHEDO;SP;30/03/2020;60%
VOTORANTIM;SP;30/03/2020;56%
VOTUPORANGA;SP;30/03/2020;59%
VÁRZEA PAULISTA;SP;30/03/2020;54%
AMERICANA;SP;31/03/2020;54%
AMPARO;SP;31/03/2020;57%
ARARAQUARA;SP;31/03/2020;51%
ARARAS;SP;31/03/2020;54%
ARAÇATUBA;SP;31/03/2020;48%
ARUJÁ;SP;31/03/2020;56%
ASSIS;SP;31/03/2020;55%
ATIBAIA;SP;31/03/2020;58%
AVARÉ;SP;31/03/2020;57%
BARRETOS;SP;31/03/2020;55%
BARUERI;SP;31/03/2020;50%
BAURU;SP;31/03/2020;50%
BEBEDOURO;SP;31/03/2020;64%
BIRIGUI;SP;31/03/2020;56%
BOTUCATU;SP;31/03/2020;56%
BRAGANÇA PAULISTA;SP;31/03/2020;53%
CAIEIRAS;SP;31/03/2020;56%
CAJAMAR;SP;31/03/2020;58%
CAMPINAS;SP;31/03/2020;55%
CAMPO LIMPO PAULISTA;SP;31/03/2020;59%
CARAGUATATUBA;SP;31/03/2020;64%
CARAPICUÍBA;SP;31/03/2020;51%
CATANDUVA;SP;31/03/2020;48%
CAÇAPAVA;SP;31/03/2020;62%
COTIA;SP;31/03/2020;59%
CRUZEIRO;SP;31/03/2020;67%
CUBATÃO;SP;31/03/2020;50%
DIADEMA;SP;31/03/2020;58%
EMBU DAS ARTES;SP;31/03/2020;56%
ESTADO DE SÃO PAULO;SP;31/03/2020;55%
FERRAZ DE VASCONCELOS;SP;31/03/2020;55%
FRANCA;SP;31/03/2020;50%
FRANCISCO MORATO;SP;31/03/2020;54%
FRANCO DA ROCHA;SP;31/03/2020;57%
GUARATINGUETÁ;SP;31/03/2020;60%
GUARUJÁ;SP;31/03/2020;59%
GUARULHOS;SP;31/03/2020;55%
HORTOLÂNDIA;SP;31/03/2020;57%
IBIÚNA;SP;31/03/2020;64%
INDAIATUBA;SP;31/03/2020;57%
ITANHAÉM;SP;31/03/2020;64%
ITAPECERICA DA SERRA;SP;31/03/2020;60%
ITAPETININGA;SP;31/03/2020;56%
ITAPEVA;SP;31/03/2020;53%
ITAPEVI;SP;31/03/2020;56%
ITAPIRA;SP;31/03/2020;58%
ITAQUAQUECETUBA;SP;31/03/2020;60%
ITATIBA;SP;31/03/2020;53%
ITU;SP;31/03/2020;54%
JABOTICABAL;SP;31/03/2020;55%
JACAREÍ;SP;31/03/2020;55%
JANDIRA;SP;31/03/2020;55%
JAÚ;SP;31/03/2020;55%
JUNDIAÍ;SP;31/03/2020;51%
LEME;SP;31/03/2020;59%
LIMEIRA;SP;31/03/2020;48%
LINS;SP;31/03/2020;53%
LORENA;SP;31/03/2020;66%
MAIRIPORÃ;SP;31/03/2020;63%
MARÍLIA;SP;31/03/2020;51%
MATÃO;SP;31/03/2020;53%
MAUÁ;SP;31/03/2020;57%
MOGI DAS CRUZES;SP;31/03/2020;58%
MOGI GUAÇU;SP;31/03/2020;56%
MOGI MIRIM;SP;31/03/2020;59%
OSASCO;SP;31/03/2020;57%
OURINHOS;SP;31/03/2020;55%
PAULÍNIA;SP;31/03/2020;51%
PINDAMONHANGABA;SP;31/03/2020;61%
PIRACICABA;SP;31/03/2020;53%
PIRASSUNUNGA;SP;31/03/2020;60%
POÁ;SP;31/03/2020;60%
PRAIA GRANDE;SP;31/03/2020;55%
PRESIDENTE PRUDENTE;SP;31/03/2020;47%
RIBEIRÃO PIRES;SP;31/03/2020;65%
RIBEIRÃO PRETO;SP;31/03/2020;51%
RIO CLARO;SP;31/03/2020;53%
SALTO;SP;31/03/2020;54%
SANTA BÁRBARA D'OESTE;SP;31/03/2020;52%
SANTANA DE PARNAÍBA;SP;31/03/2020;59%
SANTO ANDRÉ;SP;31/03/2020;56%
SANTOS;SP;31/03/2020;55%
SERTÃOZINHO;SP;31/03/2020;59%
SOROCABA;SP;31/03/2020;53%
SUMARÉ;SP;31/03/2020;51%
SUZANO;SP;31/03/2020;58%
SÃO BERNARDO DO CAMPO;SP;31/03/2020;56%
SÃO CAETANO DO SUL;SP;31/03/2020;56%
SÃO CARLOS;SP;31/03/2020;58%
SÃO JOSÉ DO RIO PRETO;SP;31/03/2020;49%
SÃO JOSÉ DOS CAMPOS;SP;31/03/2020;56%
SÃO JOÃO DA BOA VISTA;SP;31/03/2020;62%
SÃO PAULO;SP;31/03/2020;56%
SÃO ROQUE;SP;31/03/2020;60%
SÃO SEBASTIÃO;SP;31/03/2020;74%
SÃO VICENTE;SP;31/03/2020;61%
TABOÃO DA SERRA;SP;31/03/2020;56%
TATUÍ;SP;31/03/2020;56%
TAUBATÉ;SP;31/03/2020;57%
UBATUBA;SP;31/03/2020;71%
VALINHOS;SP;31/03/2020;57%
VINHEDO;SP;31/03/2020;59%
VOTORANTIM;SP;31/03/2020;56%
VOTUPORANGA;SP;31/03/2020;59%
VÁRZEA PAULISTA;SP;31/03/2020;53%
AMERICANA;SP;01/04/2020;54%
AMPARO;SP;01/04/2020;57%
ARARAQUARA;SP;01/04/2020;50%
ARARAS;SP;01/04/2020;48%
ARAÇATUBA;SP;01/04/2020;48%
ARUJÁ;SP;01/04/2020;55%
